SITE CODE= 8A4óOíJí¨êVí¨                ,38.1033,142.8600, 24,9.0,40613.6154873, 24.87, 42.94
 LAT.=   38.5401
 LON.=  141.1272
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 46 30
 NS,EW,UD
4.481,0.334,-2.478
5.495,0.036,-1.851
5.870,0.162,-0.411
5.644,-0.106,0.799
5.476,-0.692,1.594
4.919,-1.425,1.643
3.380,-2.563,1.063
1.962,-3.201,1.279
0.107,-4.260,1.648
-1.429,-5.725,1.693
-1.748,-6.398,1.906
-2.160,-7.490,1.596
-2.048,-8.646,0.998
-1.605,-8.954,0.502
-1.486,-8.949,0.022
-0.784,-8.451,-0.082
0.159,-7.403,0.261
0.788,-5.848,0.942
1.075,-3.871,1.525
0.940,-1.777,1.686
0.284,0.441,1.491
-0.801,2.463,0.980
-1.685,3.873,0.709
-2.365,4.904,1.090
-3.348,5.443,1.112
-3.754,5.576,0.163
-2.964,5.795,-0.958
-2.149,5.041,-1.873
-0.860,3.652,-1.806
1.150,2.659,-0.649
2.792,1.017,0.209
5.161,-0.914,0.734
7.714,-2.780,0.912
9.079,-4.526,0.625
9.973,-5.450,0.388
10.127,-6.175,-0.049
9.833,-6.596,-0.391
9.634,-6.509,-0.342
8.968,-6.275,-0.278
7.949,-5.625,-0.075
6.633,-4.764,0.051
5.017,-4.200,-0.418
3.766,-3.677,-0.940
2.785,-3.257,-1.128
1.838,-3.477,-1.322
1.571,-3.602,-1.302
1.433,-3.713,-1.180
1.224,-4.357,-0.814
1.264,-4.963,0.257
0.592,-5.763,1.286
-0.604,-6.601,1.812
-1.808,-7.166,2.211
-3.019,-7.692,2.725
-4.023,-7.739,3.358
-4.789,-6.936,4.020
-5.720,-6.137,3.739
-6.465,-5.668,2.202
-6.259,-4.835,0.744
-6.372,-4.268,-0.355
-6.384,-3.713,-1.002
-5.597,-2.763,-1.307
-4.987,-2.176,-1.595
-3.889,-1.446,-1.071
-3.113,-0.640,-0.197
-3.192,0.228,0.187
-3.247,1.411,0.010
-3.302,2.126,-0.573
-2.914,2.603,-0.923
-2.388,3.375,-0.787
-1.874,4.089,-0.224
-1.332,4.003,-0.079
-0.861,3.221,-0.861
-0.100,2.492,-1.792
0.245,1.650,-2.376
0.195,0.678,-2.430
0.170,-0.226,-2.168
0.171,-1.061,-1.755
0.250,-2.051,-1.287
0.014,-3.350,-0.955
-0.383,-4.221,-0.618
-0.927,-4.671,-0.519
-1.075,-4.873,-0.382
-0.582,-4.707,0.055
-0.221,-4.646,0.064
0.582,-4.059,0.021
1.420,-2.815,0.540
1.521,-1.713,1.306
1.667,-0.276,2.063
1.638,1.305,2.280
1.429,2.271,1.740
1.316,2.855,0.663
0.964,3.406,-0.584
0.585,3.905,-1.327
0.193,3.757,-1.534
-0.172,3.175,-1.361
-0.693,3.023,-0.987
-1.608,2.834,-1.147
-2.188,2.351,-1.671
-2.275,1.978,-1.576
-2.550,1.620,-0.971
-2.829,1.560,-0.261
-2.536,1.960,0.737
-2.064,2.108,1.588
-1.329,2.227,2.072
-0.217,3.076,2.323
0.525,3.778,1.861
1.604,3.707,0.906
3.145,3.510,0.049
4.018,3.440,-0.355
4.405,3.236,-0.148
4.621,2.721,0.277
4.877,2.136,0.796
5.177,1.435,1.170
5.302,0.457,0.965
5.279,-0.379,0.463
4.841,-0.942,0.022
4.245,-1.565,-0.460
3.886,-2.043,-0.932
3.451,-2.176,-1.082
2.826,-2.479,-0.786
2.282,-2.795,0.061
1.533,-2.610,1.236
0.362,-2.158,2.021
-0.515,-1.920,1.813
-0.656,-1.968,0.765
-0.566,-1.931,-0.386
-0.819,-1.744,-1.271
-1.165,-1.342,-1.807
-1.504,-0.889,-2.003
-1.952,-0.844,-1.843
-2.186,-1.150,-1.370
-1.904,-1.388,-0.560
-1.060,-1.378,0.543
-0.222,-1.674,1.159
0.804,-1.846,1.091
1.802,-1.461,0.241
2.392,-0.898,-0.962
3.326,0.072,-1.230
3.938,0.870,-0.589
4.211,1.473,0.769
3.936,1.773,1.942
2.716,1.182,1.922
1.506,0.419,1.194
-0.195,-0.593,0.023
-1.800,-1.517,-1.051
-2.698,-2.119,-1.898
-3.132,-3.150,-2.818
-2.378,-4.116,-3.204
-0.893,-4.414,-2.286
0.752,-3.994,-0.138
2.375,-3.064,1.914
4.272,-1.825,3.087
6.372,-0.840,3.432
7.617,-0.514,3.045
7.736,-0.469,2.199
6.540,-0.774,1.238
4.385,-1.500,0.756
2.396,-2.828,0.827
1.127,-4.204,1.300
-0.027,-4.941,1.856
-1.326,-5.639,1.736
-2.077,-5.851,0.904
-2.737,-5.176,0.090
-3.218,-4.368,0.223
-2.915,-3.934,1.234
-2.372,-3.621,2.167
-2.226,-2.664,2.486
-2.938,-1.385,1.816
-4.007,-0.369,0.275
-4.745,0.625,-1.254
-5.007,1.511,-2.058
-4.468,2.061,-1.911
-3.475,2.723,-1.198
-2.905,3.816,-0.639
-2.612,5.060,-0.241
-2.217,6.141,0.313
-1.958,6.875,0.954
-1.855,7.301,1.641
-1.926,7.252,2.241
-2.218,6.397,2.274
-2.619,5.108,1.553
-3.232,3.630,0.336
-4.013,1.573,-0.929
-4.198,-0.881,-1.504
-3.643,-3.346,-1.330
-2.864,-5.564,-1.023
-1.725,-7.368,-0.846
-0.368,-8.989,-0.825
0.887,-10.081,-0.910
2.117,-10.153,-0.816
3.275,-9.682,-0.308
4.043,-9.494,0.388
4.367,-9.286,1.254
3.919,-8.499,2.189
2.540,-7.455,2.763
1.213,-6.455,2.774
0.195,-5.773,2.107
-0.807,-5.144,1.206
-2.063,-4.175,0.332
-3.274,-2.742,-0.182
-3.763,-0.896,0.110
-4.083,0.238,0.373
-3.936,0.675,0.373
-3.559,1.125,0.132
-3.905,1.122,-0.661
-4.132,0.979,-1.152
-4.773,0.588,-1.298
-5.985,-0.618,-1.544
-6.307,-2.038,-1.539
-6.197,-3.627,-1.437
-6.100,-5.470,-1.537
-5.824,-6.927,-1.829
-5.797,-7.755,-2.198
-5.751,-8.089,-2.370
-5.229,-7.923,-2.271
-4.540,-7.223,-1.920
-3.976,-6.330,-1.487
-3.460,-5.699,-1.546
-2.878,-5.046,-2.058
-2.691,-4.095,-2.401
-3.186,-3.212,-2.186
-3.675,-2.545,-1.486
-4.002,-2.137,-0.978
-4.293,-2.046,-0.754
-4.447,-2.539,-0.442
-4.623,-3.535,-0.036
-4.934,-4.246,0.374
-5.570,-4.920,0.446
-6.044,-5.658,0.562
-6.144,-6.075,1.049
-6.479,-6.519,1.325
-6.558,-6.555,1.754
-6.305,-6.452,2.157
-5.795,-6.359,1.846
-4.460,-4.945,1.440
-3.195,-3.093,1.011
-1.986,-1.570,0.661
-0.405,0.555,0.690
0.408,2.730,0.563
0.726,4.374,0.326
1.050,5.445,0.194
0.815,6.018,-0.029
0.015,6.689,-0.461
-1.243,7.382,-1.102
-2.645,7.727,-1.532
-3.748,7.760,-1.243
-4.291,7.704,-0.156
-4.275,7.348,0.806
-3.832,6.364,0.571
-2.751,5.413,-0.409
-1.690,4.674,-1.337
-0.959,3.977,-1.689
0.064,3.634,-1.055
0.724,2.895,-0.362
1.091,1.438,-0.485
1.753,0.190,-0.984
1.684,-0.650,-1.508
0.857,-1.255,-1.947
0.288,-1.495,-2.108
-0.004,-1.464,-2.071
0.113,-1.276,-1.797
0.802,-0.695,-1.252
1.177,0.421,-0.919
1.165,1.923,-0.930
1.429,3.231,-1.155
1.693,4.045,-1.396
1.534,4.697,-1.233
0.797,4.854,-0.936
-0.015,4.413,-0.863
-0.673,3.890,-0.859
-1.553,3.376,-0.779
-2.316,2.712,-0.937
-2.391,1.984,-1.447
-1.657,1.482,-1.668
-0.854,0.852,-1.259
-0.014,0.450,0.132
1.036,0.631,1.933
1.786,0.572,2.710
2.981,0.486,2.678
4.309,0.441,2.323
5.057,0.575,1.807
5.734,1.498,1.420
6.087,2.466,0.842
6.320,3.173,0.019
6.704,4.000,-0.825
7.011,4.829,-1.612
7.190,5.277,-2.384
7.332,5.183,-3.006
7.484,4.493,-3.377
7.454,3.175,-3.437
7.509,1.695,-2.807
7.355,-0.102,-1.939
6.986,-2.155,-1.253
6.907,-3.977,-0.486
6.762,-5.848,0.202
6.869,-7.188,0.998
7.264,-7.282,1.943
7.300,-6.373,2.263
7.310,-4.494,1.942
7.181,-2.171,1.492
6.553,-0.157,1.227
5.878,1.795,1.411
5.000,3.613,1.803
4.028,4.836,2.030
3.377,5.421,1.721
2.725,5.514,0.602
2.165,5.558,-0.861
2.054,5.536,-1.679
2.539,4.768,-1.561
3.439,3.332,-0.960
4.375,2.082,0.036
5.027,0.705,0.990
5.407,-0.951,1.645
5.316,-2.003,2.235
4.400,-2.887,2.253
3.649,-3.834,1.761
3.461,-4.212,1.412
3.016,-4.270,1.129
2.564,-3.989,0.910
2.436,-3.328,0.727
2.387,-2.843,0.198
2.574,-2.383,-0.632
3.012,-1.789,-1.352
3.517,-1.330,-1.595
4.061,-1.031,-1.417
4.611,-0.823,-1.120
4.887,-0.557,-0.665
4.543,-0.421,-0.148
4.018,-0.757,0.120
3.809,-1.152,0.388
3.290,-1.304,0.654
2.388,-1.242,0.823
1.861,-0.688,1.128
1.074,-0.087,1.124
0.234,0.329,0.813
-0.092,0.654,0.267
-0.519,0.859,-0.541
-0.789,1.150,-1.107
-1.050,1.084,-1.588
-1.179,0.731,-1.836
-0.925,0.009,-1.701
-0.538,-1.382,-1.734
0.189,-2.927,-2.061
0.830,-4.484,-2.375
1.118,-5.879,-2.297
1.225,-6.803,-1.655
1.195,-7.119,-0.771
0.978,-6.966,-0.072
0.829,-6.670,0.553
0.839,-6.276,1.309
0.490,-5.806,1.825
-0.246,-5.406,1.709
-0.914,-5.034,1.256
-1.551,-5.017,0.685
-2.102,-5.329,0.480
-2.338,-5.509,0.974
-2.782,-6.202,1.288
-3.076,-7.151,1.301
-3.213,-7.961,1.148
-3.693,-8.802,0.843
-3.924,-8.938,0.767
-4.202,-8.367,0.556
-4.465,-7.120,0.125
-4.324,-5.409,-0.357
-4.083,-3.817,-0.879
-3.814,-2.038,-1.175
-3.598,-0.195,-1.112
-3.320,1.181,-0.910
-3.141,2.144,-0.932
-3.110,2.926,-0.964
-3.033,3.176,-0.832
-2.884,2.773,-0.519
-2.602,2.120,-0.125
-2.396,1.088,-0.348
-1.891,-0.075,-1.107
-1.152,-1.170,-1.887
-0.659,-2.175,-2.186
-0.281,-2.554,-1.598
-0.213,-2.685,-0.777
-0.022,-2.956,-0.408
0.130,-3.396,-0.741
-0.168,-3.852,-1.196
-0.583,-3.967,-1.092
-1.325,-3.916,-0.527
-2.047,-3.710,0.203
-2.468,-3.732,0.469
-2.515,-4.009,0.293
-2.534,-4.333,-0.026
-2.966,-4.683,-0.347
-3.484,-4.760,-0.509
-3.793,-5.041,-0.688
-3.420,-5.607,-0.715
-2.936,-6.107,-0.493
-2.836,-6.263,-0.273
-2.897,-5.800,-0.378
-3.131,-5.028,-0.795
-3.357,-4.442,-1.278
-3.628,-3.979,-1.382
-3.834,-3.029,-0.543
-4.327,-1.927,0.597
-4.962,-0.981,1.140
-5.384,-0.075,0.961
-5.826,0.670,0.693
-5.855,1.587,0.988
-5.727,2.550,1.426
-5.406,3.475,1.582
-4.735,4.063,1.234
-3.857,4.062,0.862
-2.709,4.127,1.165
-2.302,4.043,1.408
-2.260,3.698,1.118
-1.933,3.099,0.334
-1.818,2.193,-0.480
-1.591,1.868,-0.176
-1.548,1.929,0.868
-1.588,2.110,1.690
-1.158,2.496,1.819
-0.639,2.385,0.812
-0.008,2.144,-0.618
0.244,2.265,-1.495
-0.020,2.401,-1.521
0.123,2.288,-0.745
0.389,1.775,0.193
-0.004,0.872,0.502
-1.046,0.015,0.189
-2.376,-0.399,-0.181
-3.629,-0.726,-0.220
-4.285,-0.752,0.304
-4.432,-0.400,0.993
-4.369,-0.179,1.348
-4.100,0.114,1.436
-3.934,0.481,1.446
-3.609,0.848,1.652
-3.132,1.050,1.826
-2.577,1.043,1.459
-1.765,1.242,0.537
-1.280,1.658,-0.581
-1.368,2.150,-1.601
-1.680,3.016,-2.195
-1.861,4.240,-2.161
-1.756,5.077,-1.709
-1.191,5.668,-0.829
-0.679,6.350,0.261
-0.618,7.064,1.216
-0.654,7.871,1.788
-0.759,8.384,1.892
-0.733,8.441,1.943
-0.682,8.161,1.955
-0.586,7.833,1.822
-0.344,7.361,1.349
0.014,6.448,0.291
0.745,5.422,-0.950
1.417,4.382,-1.965
1.971,3.326,-2.375
2.754,2.242,-1.939
3.527,1.114,-1.073
3.923,0.235,-0.321
3.811,-0.298,0.191
3.160,-0.655,0.331
1.928,-0.577,0.204
0.639,0.248,0.314
-0.679,1.054,0.230
-2.022,1.664,-0.439
-3.030,2.335,-1.314
-3.923,2.623,-1.896
-4.389,2.905,-1.511
-4.582,3.230,-0.511
-4.656,3.365,0.246
-4.149,3.601,0.678
-3.279,3.848,0.998
-2.247,4.156,1.289
-1.134,4.850,1.705
-0.050,5.777,2.238
0.784,6.445,2.457
1.166,7.155,1.971
0.832,7.996,0.494
0.108,8.768,-1.125
-0.800,9.295,-1.839
-2.186,9.367,-1.723
-3.281,9.680,-0.897
-4.147,9.700,-0.050
-4.804,8.883,0.291
-5.055,7.889,0.205
-5.533,6.945,-0.172
-5.822,6.012,-0.657
-5.525,4.596,-1.178
-4.584,3.064,-1.141
-3.484,1.813,-0.386
-2.390,0.722,0.752
-1.130,-0.118,1.906
-0.254,-1.066,2.494
0.573,-2.046,2.364
1.361,-2.923,1.836
1.698,-3.568,1.621
1.383,-4.251,1.433
0.779,-5.270,0.834
0.546,-6.150,0.350
0.005,-7.377,-0.346
-0.177,-8.703,-0.898
0.472,-9.447,-0.789
0.668,-10.361,-1.004
1.165,-11.105,-1.386
2.336,-11.270,-1.252
3.289,-11.495,-0.973
4.406,-11.521,-0.581
5.693,-11.000,0.048
6.416,-10.547,0.232
6.824,-10.063,-0.220
6.877,-8.941,-0.746
5.717,-7.715,-0.982
4.234,-6.597,-0.479
3.058,-5.548,0.446
1.810,-4.670,1.255
0.822,-3.869,1.850
-0.013,-3.459,2.075
-0.578,-2.948,2.298
-1.002,-2.021,2.542
-1.042,-1.076,2.580
-0.237,-0.283,2.160
0.581,0.187,0.964
1.331,0.667,-0.232
1.755,1.152,-0.804
1.598,1.449,-0.893
1.345,1.768,-0.839
0.668,2.000,-1.052
-0.186,1.931,-1.369
-0.733,1.471,-1.299
-1.090,0.830,-0.647
-1.555,-0.132,0.046
-2.141,-1.517,0.304
-2.635,-3.046,0.064
-3.096,-4.802,-0.638
-3.038,-6.468,-1.304
-2.750,-7.809,-1.880
-2.530,-8.852,-2.596
-1.699,-9.457,-3.233
-0.600,-9.789,-3.607
0.296,-9.852,-3.657
1.204,-9.289,-3.183
2.027,-8.287,-2.321
2.599,-7.409,-1.296
3.168,-6.532,0.083
3.305,-5.827,1.644
3.116,-5.345,3.396
2.898,-5.041,4.840
2.254,-5.153,5.099
1.824,-5.215,4.367
1.596,-5.380,2.900
1.567,-5.553,1.304
1.971,-5.487,0.112
2.589,-5.327,-0.482
3.500,-5.059,-0.579
4.214,-5.158,-0.839
4.725,-5.164,-1.085
4.709,-4.969,-1.260
4.123,-5.104,-1.455
3.620,-5.004,-1.039
2.599,-4.925,-0.204
1.570,-5.368,0.823
1.256,-5.886,2.002
0.631,-6.654,2.448
0.096,-7.492,2.222
0.339,-7.946,2.036
0.561,-8.548,2.014
1.011,-8.995,2.380
1.726,-8.992,2.626
2.171,-8.968,2.155
2.458,-8.628,1.273
2.270,-7.920,0.191
1.723,-6.962,-0.866
1.103,-5.765,-1.627
0.224,-4.620,-1.910
-0.768,-3.462,-1.536
-1.724,-2.160,-0.767
-2.747,-0.798,-0.126
-3.874,0.590,0.285
-4.802,1.883,0.748
-5.235,3.079,1.457
-5.154,4.261,2.256
-4.799,5.290,2.638
-4.408,6.193,2.389
-4.116,6.973,1.802
-3.810,7.515,1.281
-3.286,7.805,0.902
-2.785,7.776,0.548
-2.381,7.477,0.277
-2.127,7.046,0.063
-2.208,6.780,-0.191
-2.716,6.757,-0.668
-3.411,6.957,-1.073
-4.053,7.227,-1.118
-4.925,7.393,-0.964
-5.704,7.954,-0.493
-6.304,8.429,-0.087
-6.572,8.489,0.143
-6.638,8.449,0.189
-7.088,7.996,-0.167
-7.111,7.460,-0.147
-6.992,6.525,0.370
-6.880,5.010,1.068
-6.264,3.561,1.959
-5.839,1.845,2.586
-5.504,-0.227,2.538
-5.028,-2.063,1.747
-4.549,-3.404,0.499
-4.073,-4.509,-0.730
-3.421,-5.412,-1.396
-2.639,-5.853,-1.357
-1.917,-5.809,-1.033
-0.852,-5.420,-0.703
0.334,-4.892,-0.464
1.337,-4.296,-0.319
2.467,-3.404,-0.103
3.375,-2.141,0.173
3.834,-0.668,0.665
4.036,0.961,1.539
3.961,2.443,2.493
3.857,3.564,3.053
3.364,4.155,2.466
2.457,4.306,0.861
1.479,4.359,-0.802
0.112,4.355,-1.898
-1.126,4.596,-1.952
-2.056,4.927,-1.344
-2.709,5.002,-0.714
-2.871,4.988,-0.120
-3.065,4.929,0.382
-3.429,4.826,0.602
-3.859,4.812,0.575
-4.286,4.966,0.620
-4.559,5.012,0.694
-4.491,4.995,0.644
-4.308,4.984,0.376
-4.475,4.723,-0.351
-4.864,4.195,-1.625
-5.387,3.398,-3.059
-5.992,2.401,-3.795
-6.646,1.027,-3.394
-7.295,-0.575,-2.138
-7.810,-1.927,-0.495
-8.072,-3.258,0.973
-7.784,-4.765,1.713
-7.084,-5.932,1.668
-6.445,-6.280,1.195
-5.911,-5.983,0.533
-5.030,-5.072,-0.025
-3.849,-3.644,-0.514
-2.689,-2.066,-1.279
-1.354,-0.210,-1.944
-0.302,1.736,-1.727
0.305,3.458,-0.264
1.121,4.900,1.925
2.166,6.092,3.850
3.161,6.959,4.479
3.970,7.207,3.509
5.024,7.325,1.951
5.975,7.232,0.410
6.462,6.764,-0.657
7.107,6.097,-0.857
7.882,4.698,-0.743
8.732,2.896,-0.695
9.161,1.077,-0.537
8.896,-0.475,0.000
8.153,-1.823,0.280
7.291,-3.034,-0.158
6.390,-3.732,-1.176
5.087,-4.459,-2.526
4.243,-4.804,-3.226
3.327,-4.502,-3.085
1.850,-4.256,-2.297
0.906,-4.287,-1.126
0.353,-4.809,-0.411
0.023,-5.489,-0.146
-0.378,-6.255,-0.045
-0.707,-7.273,0.163
-0.426,-8.164,0.538
-0.205,-8.955,0.330
-0.189,-9.671,-0.607
-0.127,-10.131,-1.684
-0.011,-10.354,-2.178
0.368,-10.280,-1.454
0.723,-10.102,0.014
1.125,-9.904,1.495
1.792,-9.355,2.693
1.973,-8.615,3.054
1.800,-7.536,2.830
1.618,-5.976,2.387
1.191,-4.574,1.425
1.309,-2.982,0.499
1.579,-1.137,-0.133
1.294,0.333,-0.679
1.089,1.784,-0.929
0.406,2.921,-1.420
-0.569,3.495,-2.146
-1.011,3.764,-2.480
-1.289,3.394,-2.545
-1.194,2.919,-2.275
-1.077,2.702,-1.847
-1.313,2.474,-1.939
-1.413,2.469,-2.670
-1.466,2.893,-3.153
-1.538,3.549,-2.691
-1.328,4.066,-1.560
-0.455,4.872,-0.023
0.559,5.524,1.005
1.543,5.157,0.965
2.911,4.367,0.306
3.683,3.025,-1.083
4.100,1.375,-2.257
4.794,-0.193,-2.162
5.072,-2.336,-1.449
5.493,-4.223,-0.361
6.119,-5.652,0.932
6.266,-7.295,1.921
6.295,-8.444,2.436
6.058,-9.070,2.027
5.667,-9.355,1.116
5.239,-9.535,0.379
4.627,-9.845,0.017
4.463,-9.508,0.493
4.116,-9.229,1.110
3.664,-9.304,1.286
3.629,-8.923,1.209
3.125,-8.345,0.904
2.846,-7.205,1.430
3.065,-5.595,3.480
3.288,-4.091,6.174
3.789,-2.745,7.980
4.115,-1.727,7.852
3.809,-1.161,6.054
2.951,-1.290,3.420
1.916,-1.425,1.038
0.758,-1.095,-0.228
-0.616,-1.249,-0.675
-1.636,-1.666,-0.711
-2.407,-1.455,-0.577
-3.830,-0.947,-0.997
-5.330,-0.132,-1.821
-6.162,1.053,-2.200
-6.766,2.133,-2.026
-7.095,3.163,-1.575
-6.978,4.231,-0.945
-6.914,4.983,-0.475
-7.413,5.045,-0.411
-8.085,4.941,-0.300
-8.983,4.764,-0.532
-10.091,4.182,-1.595
-10.461,3.686,-2.771
-10.307,3.239,-3.555
-9.645,2.730,-3.811
-8.372,2.373,-3.998
-7.039,2.235,-4.586
-5.459,2.309,-4.660
-3.677,2.393,-3.493
-1.838,2.592,-1.616
0.125,3.133,-0.034
1.662,3.478,0.466
2.972,3.329,0.563
4.094,2.916,0.790
4.386,2.565,0.646
4.536,2.542,0.198
4.510,1.900,-0.456
4.499,1.019,-0.536
4.646,0.941,-0.065
4.140,1.201,-0.159
3.848,1.686,-0.656
3.546,1.964,-1.427
3.121,2.344,-1.811
2.953,3.339,-1.121
2.413,4.130,-0.074
2.308,4.238,0.545
2.759,3.835,0.213
3.114,3.346,-0.514
3.167,2.606,-0.578
2.866,1.377,-0.132
2.744,0.215,0.217
2.600,-0.543,0.217
2.107,-1.123,0.018
1.582,-1.512,-0.127
0.879,-1.465,-0.287
-0.034,-0.959,-0.481
-0.947,-0.553,-0.617
-1.778,-0.587,-0.288
-2.361,-0.620,0.871
-2.639,-0.736,2.440
-2.247,-1.067,3.825
-1.502,-1.587,4.184
-0.957,-2.219,2.834
-0.344,-2.457,0.444
-0.019,-2.400,-1.782
-0.137,-2.229,-2.974
0.007,-1.621,-2.694
0.342,-0.846,-1.649
0.189,-0.334,-0.934
-0.323,0.030,-0.656
-0.816,0.456,-0.160
-1.195,1.246,1.159
-1.429,2.050,2.593
-1.613,2.619,2.909
-1.751,3.348,2.091
-2.257,3.684,0.621
-2.998,3.809,-0.706
-3.457,4.504,-1.009
-3.964,4.913,-0.717
-4.073,4.602,-0.468
-3.654,4.130,-0.424
-3.400,3.734,-0.757
-2.860,3.548,-1.399
-2.023,3.267,-2.470
-0.932,2.957,-3.333
0.516,2.814,-3.320
1.844,2.679,-2.686
3.145,2.968,-1.472
3.983,3.239,-0.352
4.318,3.070,0.011
4.509,2.997,-0.133
4.138,2.893,-0.301
3.707,2.429,-0.041
3.741,1.646,0.304
3.899,1.142,0.394
3.886,1.055,0.442
3.900,0.668,0.493
4.184,0.043,0.440
4.465,-0.366,0.248
4.875,-0.775,-0.045
5.643,-1.647,-0.729
6.722,-2.561,-1.751
7.809,-3.098,-2.602
8.472,-3.754,-2.948
9.083,-4.476,-2.339
9.296,-5.130,-1.119
8.638,-5.711,-0.071
7.857,-6.065,0.670
6.914,-6.523,1.111
5.714,-6.659,1.911
4.494,-6.107,3.565
3.151,-5.457,5.325
1.814,-4.966,6.101
0.461,-4.591,5.441
-0.668,-4.310,3.886
-1.604,-4.189,2.054
-2.468,-4.182,0.422
-3.248,-4.526,-0.920
-3.880,-5.149,-1.871
-4.110,-5.659,-1.910
-4.600,-6.143,-1.142
-5.278,-6.219,0.284
-5.596,-5.966,1.979
-5.578,-5.560,3.283
-5.290,-4.916,3.682
-5.018,-4.174,3.109
-4.760,-3.195,2.251
-4.812,-2.503,1.314
-4.867,-1.909,0.563
-4.761,-1.394,-0.141
-4.858,-1.729,-1.091
-4.807,-2.384,-1.832
-4.933,-3.116,-2.513
-5.257,-3.659,-3.102
-5.289,-3.698,-3.112
-4.876,-3.793,-2.368
-4.079,-3.945,-1.269
-2.964,-3.660,-0.332
-1.731,-3.072,0.104
-0.796,-2.554,-0.094
0.311,-1.781,-0.190
1.248,-0.844,0.092
1.438,-0.316,0.551
1.529,-0.252,1.348
1.556,-0.589,2.055
1.302,-1.034,2.316
0.977,-1.281,2.352
0.671,-1.956,1.884
0.737,-3.044,0.872
1.213,-3.616,-0.341
1.393,-3.924,-1.770
1.587,-3.926,-2.636
1.904,-3.661,-2.720
1.954,-3.629,-2.522
2.186,-3.320,-1.490
1.909,-3.389,-0.065
1.089,-4.019,0.911
0.504,-4.066,1.595
-0.513,-4.084,1.818
-1.726,-4.446,1.590
-2.657,-4.477,1.080
-3.668,-4.188,0.288
-4.461,-4.017,-0.426
-4.650,-4.131,-0.523
-4.461,-4.290,0.072
-4.096,-4.236,0.989
-3.307,-4.098,1.835
-2.224,-4.127,2.272
-1.133,-3.945,2.688
-0.168,-3.546,3.313
0.514,-3.305,3.704
1.010,-2.975,3.684
1.093,-2.909,2.724
1.095,-3.047,0.973
1.025,-2.845,-0.553
0.091,-2.821,-1.802
-0.700,-2.749,-2.736
-0.833,-2.398,-3.154
-0.861,-2.607,-3.399
-0.221,-2.828,-3.285
0.592,-2.291,-2.404
0.744,-1.796,-0.988
0.863,-1.521,0.518
1.083,-1.165,1.492
0.946,-0.944,1.546
0.626,-0.665,1.051
-0.044,-0.469,0.151
-0.987,-0.281,-0.993
-1.695,0.180,-1.908
-2.273,0.262,-2.327
-2.446,0.118,-2.013
-2.420,0.141,-1.588
-2.370,-0.011,-1.834
-1.865,-0.538,-2.520
-1.372,-1.320,-2.868
-1.203,-1.864,-2.334
-1.166,-1.876,-1.023
-1.106,-1.474,0.714
-1.090,-1.320,2.013
-0.838,-1.247,2.554
-0.661,-0.520,2.648
-1.225,0.260,2.104
-1.534,0.730,1.130
-1.295,1.230,0.284
-1.236,1.865,-0.238
-1.380,2.475,-0.722
-1.279,2.843,-1.374
-0.825,2.847,-1.832
-0.357,2.428,-1.777
0.139,2.094,-1.053
0.687,2.255,0.288
1.499,2.304,1.554
2.896,2.130,2.353
4.438,2.398,2.927
5.346,2.784,3.152
6.033,3.222,3.241
6.639,3.906,3.302
6.480,4.493,2.934
5.997,5.337,2.294
5.425,6.368,1.865
4.619,7.283,2.157
3.314,7.986,2.700
1.818,8.240,2.682
0.873,8.211,2.170
-0.280,7.518,1.226
-1.507,6.236,0.146
-2.438,5.015,-1.115
-3.339,3.830,-2.485
-3.438,2.625,-2.815
-3.049,1.161,-1.854
-2.550,0.032,-0.189
-1.917,-0.225,1.424
-1.465,-0.363,2.356
-0.832,-0.370,2.559
-0.293,0.300,2.024
0.022,1.923,1.253
0.181,3.830,0.666
0.295,5.194,-0.011
0.763,6.613,-0.798
1.213,8.188,-1.211
1.682,8.805,-1.034
2.560,8.516,-0.432
3.544,8.304,0.049
4.314,7.886,-0.514
5.220,6.781,-2.183
5.940,5.359,-3.925
5.910,4.287,-4.518
5.334,3.489,-3.830
4.655,2.544,-2.437
4.003,1.505,-0.902
3.042,0.388,0.189
2.202,-0.321,0.686
1.324,-0.691,0.401
0.449,-0.859,-0.194
0.404,-0.897,-0.270
0.827,-1.222,0.359
1.018,-1.344,1.323
0.530,-1.509,1.644
-0.074,-1.986,1.108
-0.752,-2.611,0.104
-2.008,-3.458,-0.964
-3.039,-3.827,-1.453
-3.499,-3.845,-1.486
-3.497,-4.022,-1.389
-3.019,-3.812,-0.975
-2.673,-3.353,-0.467
-2.623,-2.929,-0.138
-2.404,-2.327,0.218
-2.384,-2.069,0.521
-2.613,-2.151,0.875
-2.846,-2.362,1.701
-3.595,-2.927,2.654
-4.499,-3.680,2.864
-5.108,-4.471,2.029
-5.803,-5.118,0.611
-6.524,-5.677,-0.714
-6.669,-5.718,-1.431
-6.445,-5.155,-1.738
-6.188,-4.692,-1.759
-5.405,-4.146,-1.041
-4.359,-3.578,0.002
-3.186,-2.778,0.813
-1.920,-1.578,1.376
-1.021,-0.766,1.693
-0.084,-0.204,2.267
1.092,0.679,3.137
1.982,1.381,2.965
2.695,1.470,1.451
3.569,1.350,-0.058
3.930,0.689,-0.891
4.235,-0.033,-0.534
4.572,-0.378,0.749
