SITE CODE= 8A4óOíJí¨êVí¨                ,38.1033,142.8600, 24,9.0,40613.6154873, 24.87, 42.94
 LAT.=   38.5401
 LON.=  141.1272
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 46 30
 NS,EW,UD
66.641,77.282,13.967
49.719,80.246,7.814
33.837,77.360,-6.363
20.866,67.497,-20.521
9.505,51.123,-28.528
-0.207,34.393,-31.036
-6.944,20.521,-33.171
-8.654,5.530,-40.945
-2.914,-8.613,-49.588
6.116,-19.922,-53.342
16.016,-34.182,-44.225
31.221,-44.543,-16.959
44.441,-51.316,12.404
51.293,-57.848,29.006
52.020,-53.869,34.641
40.958,-44.797,35.094
26.459,-37.348,35.777
14.122,-29.316,35.391
-0.546,-20.454,28.461
-15.584,-7.664,15.463
-35.012,2.203,-4.237
-53.069,6.806,-22.207
-65.639,13.589,-27.619
-87.040,20.606,-23.477
-105.970,32.204,-11.103
-118.459,46.389,-5.422
-126.418,57.282,-13.997
-109.846,73.305,-19.885
-84.330,79.233,-21.271
-64.452,65.515,-18.744
-50.124,57.227,-18.077
-44.288,57.007,-29.471
-33.456,48.868,-43.807
-27.730,32.205,-53.318
-28.632,14.440,-52.667
-22.821,-5.766,-43.817
-16.130,-28.721,-37.899
-5.736,-38.947,-33.514
3.220,-36.554,-27.003
8.653,-35.943,-18.759
19.855,-36.174,-8.326
33.381,-34.265,-2.268
43.298,-31.941,-4.485
33.901,-22.979,-7.709
5.744,-6.813,-10.197
-8.343,1.412,-12.499
-9.923,2.359,-11.174
-28.609,12.113,-10.970
-54.962,28.880,-13.005
-65.955,44.893,-11.398
-66.349,59.470,-8.492
-65.712,69.563,-5.964
-60.477,76.066,-1.830
-49.832,79.283,0.694
-35.304,78.580,-0.254
-19.361,75.738,-2.020
-9.737,67.057,-0.893
-5.317,52.691,4.487
-4.556,35.990,11.453
-9.039,20.506,17.560
-16.794,5.658,22.370
-23.877,-11.850,28.335
-31.909,-28.477,37.095
-44.538,-40.366,49.656
-55.416,-48.968,61.798
-66.997,-60.466,59.878
-76.788,-68.486,46.146
-83.513,-66.448,31.403
-90.661,-50.635,18.922
-81.266,-22.145,16.518
-62.454,-2.795,21.053
-49.750,15.023,26.213
-38.544,34.704,35.407
-26.051,37.705,45.300
-14.079,38.023,44.893
-10.499,38.417,25.404
-13.376,34.554,-7.452
-22.781,33.000,-41.176
-36.401,31.323,-62.864
-42.700,25.673,-60.237
-48.905,14.588,-42.144
-62.921,7.683,-28.142
-71.952,7.814,-24.066
-73.047,4.756,-31.845
-74.058,-4.518,-44.468
-67.188,-9.838,-42.481
-65.118,-11.348,-27.763
-72.281,-18.830,-13.597
-64.489,-25.110,-1.522
-53.533,-30.639,4.830
-49.110,-39.005,7.290
-43.309,-44.881,10.511
-39.814,-49.681,11.911
-32.617,-51.241,14.164
-19.718,-52.599,17.742
-6.266,-56.882,19.126
10.518,-55.259,19.527
28.484,-49.626,16.376
43.479,-42.581,11.091
58.693,-27.979,9.818
70.293,-13.917,6.981
76.480,-3.420,-1.962
86.568,12.482,-12.534
97.934,29.111,-24.418
102.285,37.900,-43.666
104.857,41.768,-61.974
114.111,51.025,-56.895
117.726,53.948,-34.378
116.959,40.405,-10.321
130.097,25.665,17.420
119.589,11.307,37.573
75.093,2.617,44.405
55.140,-8.243,49.578
54.942,-32.828,52.581
37.667,-46.290,52.284
15.087,-52.496,53.023
3.846,-62.754,50.533
1.947,-65.486,38.530
1.765,-64.697,20.367
0.761,-63.790,3.515
4.539,-64.226,-8.806
14.880,-66.615,-17.344
27.930,-65.554,-19.429
43.370,-62.159,-7.811
58.281,-61.357,15.297
70.679,-64.276,37.225
82.756,-65.603,45.234
92.716,-63.586,38.151
102.097,-60.793,25.002
101.947,-51.368,10.835
81.457,-34.315,-0.412
67.837,-17.084,-2.433
70.927,-3.701,8.455
59.081,3.266,24.498
37.814,6.170,33.973
23.995,4.030,34.538
6.519,-3.369,28.427
-15.067,-8.552,23.982
-32.761,-12.713,25.385
-44.415,-18.655,24.848
-53.679,-25.110,15.951
-60.804,-30.642,-2.884
-62.382,-33.252,-28.434
-61.494,-32.654,-52.944
-62.644,-31.121,-69.120
-66.475,-31.199,-69.658
-68.377,-30.831,-50.029
-71.801,-32.627,-23.561
-76.317,-35.230,-5.868
-75.925,-33.995,4.867
-81.287,-34.108,11.971
-88.003,-35.096,24.933
-91.292,-34.706,41.487
-91.411,-24.280,38.177
-63.355,-7.120,17.755
-28.702,-2.402,-5.245
-19.344,3.638,-23.811
-5.061,18.064,-28.332
17.899,28.266,-23.946
32.486,36.718,-20.402
45.908,36.898,-21.085
59.746,30.091,-21.792
73.575,25.330,-15.976
81.151,14.183,-10.093
81.629,-1.545,-8.687
81.455,-14.766,-6.971
75.792,-29.682,-0.236
68.271,-45.147,14.774
66.984,-57.716,37.273
66.100,-69.840,55.226
62.167,-78.312,55.482
62.587,-80.219,40.347
62.834,-82.663,16.416
60.271,-82.700,-6.941
64.759,-76.334,-20.591
71.109,-68.050,-27.661
74.792,-54.455,-32.511
78.118,-38.354,-38.731
82.052,-23.830,-46.454
89.677,-8.018,-50.010
96.236,5.924,-43.024
101.860,19.734,-22.100
107.433,33.859,1.364
110.320,44.229,20.417
116.388,55.738,39.507
119.699,65.977,52.356
116.522,69.098,53.901
114.897,71.471,48.848
111.368,78.399,42.720
102.432,84.112,35.266
92.882,83.088,25.437
86.933,81.803,18.531
75.762,80.610,13.879
54.056,74.260,9.552
35.342,67.471,13.236
22.210,63.027,27.446
3.326,59.299,41.029
-15.946,55.702,42.888
-23.573,53.492,29.940
-30.565,52.420,4.869
-39.889,55.136,-19.000
-42.670,63.616,-26.063
-45.832,70.697,-13.887
-50.127,77.855,8.620
-49.224,87.286,31.439
-40.831,92.648,44.233
-34.512,94.131,36.496
-37.505,94.518,14.655
-42.848,94.594,-4.803
-53.650,92.918,-15.807
-68.486,84.171,-22.204
-80.868,67.433,-31.363
-89.480,50.913,-42.769
-92.893,35.646,-52.329
-97.781,20.327,-57.804
-104.225,9.744,-55.690
-108.451,0.216,-50.066
-109.648,-8.158,-44.324
-104.662,-12.775,-33.754
-98.447,-18.184,-18.986
-94.073,-21.544,-2.064
-88.092,-19.263,18.725
-81.561,-18.602,37.530
-76.994,-24.589,44.076
-73.483,-30.087,38.552
-69.217,-32.080,28.004
-68.441,-38.055,12.796
-71.087,-47.229,-6.495
-71.839,-52.973,-19.714
-73.713,-56.638,-18.419
-78.396,-60.823,-4.078
-83.312,-64.276,19.174
-87.573,-64.086,43.645
-89.999,-56.445,62.067
-86.302,-39.743,74.763
-81.868,-24.334,74.467
-81.861,-14.945,60.570
-76.218,0.867,49.300
-70.142,18.141,45.378
-68.057,31.809,45.347
-63.303,48.277,44.463
-55.721,59.780,34.305
-43.083,67.571,13.149
-31.582,76.205,-12.818
-22.013,80.221,-34.594
-10.147,81.667,-48.097
0.022,80.866,-57.131
11.080,75.648,-66.824
23.478,68.107,-77.343
35.226,58.905,-82.604
45.628,50.998,-75.630
50.959,42.544,-57.171
54.327,29.213,-33.609
60.870,17.979,-10.128
68.447,10.527,8.101
74.505,-0.299,15.501
80.682,-13.612,11.744
85.178,-25.236,2.439
87.715,-35.675,-5.442
92.047,-43.788,-5.374
95.766,-50.649,2.479
104.047,-54.663,14.439
111.979,-52.358,20.211
118.950,-47.098,10.211
120.206,-31.561,-4.841
79.322,-13.752,-20.293
41.827,-7.888,-33.725
42.720,-2.627,-31.120
23.024,4.075,-12.557
-10.001,11.151,14.710
-29.844,17.441,43.481
-44.345,18.774,63.147
-60.161,16.914,60.796
-79.488,10.958,34.289
-87.762,7.507,3.235
-93.998,6.349,-15.738
-106.188,1.398,-21.584
-114.632,-4.717,-20.399
-118.658,-11.531,-18.818
-115.826,-17.158,-17.444
-110.435,-20.675,-10.161
-104.371,-23.391,5.585
-82.830,-21.425,27.017
-51.717,-14.609,49.052
-36.874,-9.682,58.711
-26.932,-8.409,49.370
-6.711,-10.800,28.996
6.935,-17.802,5.909
6.257,-25.147,-13.058
-1.091,-31.786,-20.353
-4.896,-40.878,-17.930
-7.186,-51.746,-17.417
-9.062,-60.266,-26.579
-8.241,-67.570,-45.198
-6.402,-74.861,-64.214
1.510,-79.473,-73.611
9.234,-87.550,-70.003
21.493,-92.598,-48.223
19.988,-79.437,-12.847
-16.375,-56.595,20.725
-26.501,-42.466,53.910
-7.088,-40.773,89.263
-24.710,-28.275,108.228
-56.333,-4.239,101.352
-55.796,3.927,77.061
-44.881,4.574,38.484
-45.800,6.039,-4.926
-42.851,7.838,-33.753
-31.619,17.736,-42.919
-17.539,24.663,-40.631
0.116,27.327,-36.159
15.168,31.274,-35.475
29.436,32.938,-39.018
42.860,36.732,-44.538
48.689,46.058,-46.918
50.583,58.673,-41.678
51.199,69.158,-30.902
52.927,80.154,-15.746
55.524,93.786,-2.004
53.761,102.208,0.304
54.864,110.642,-6.913
59.301,117.259,-19.894
62.125,111.843,-32.300
66.316,100.772,-36.636
64.215,86.505,-37.085
60.066,71.345,-32.714
60.826,56.599,-24.394
55.613,34.987,-22.044
51.841,12.677,-22.328
54.940,-6.193,-21.685
55.937,-23.356,-23.620
58.555,-34.125,-25.584
64.201,-40.777,-24.630
72.044,-42.445,-20.956
80.830,-38.357,-20.793
90.689,-32.072,-24.203
105.132,-24.151,-24.050
115.301,-20.040,-20.099
123.295,-16.388,-7.583
134.572,-14.056,11.721
137.089,-21.027,21.757
131.264,-30.702,16.596
123.028,-40.891,4.196
107.111,-54.381,-8.041
85.530,-71.478,-17.696
67.161,-87.207,-19.379
47.918,-99.253,-13.389
24.546,-114.404,-5.602
5.689,-128.153,5.627
-11.458,-139.562,15.189
-31.014,-151.470,15.432
-49.308,-158.448,8.520
-65.637,-158.928,6.070
-78.826,-151.750,24.314
-93.430,-140.920,56.055
-107.527,-128.154,82.681
-110.743,-107.060,95.700
-109.506,-82.693,86.593
-109.820,-59.923,59.576
-108.423,-37.155,27.436
-105.931,-18.451,-2.957
-99.702,-1.731,-26.814
-90.393,14.579,-37.766
-76.174,27.587,-30.736
-58.252,35.702,-16.496
-45.261,36.086,-10.058
-31.342,36.548,-15.132
-17.330,38.877,-28.690
-8.757,35.295,-39.225
-1.202,29.575,-36.396
3.955,24.029,-25.050
8.763,17.213,-14.495
18.150,10.622,-6.298
27.645,2.480,-3.308
34.590,-4.182,-4.640
41.916,-2.979,-0.400
46.726,0.998,9.205
50.268,3.422,15.956
58.846,7.835,15.907
68.390,12.979,6.715
74.934,21.274,-4.419
79.218,34.823,-4.677
80.256,44.684,2.944
80.876,53.165,11.374
83.515,65.225,20.752
84.489,72.002,26.658
85.312,74.051,27.463
91.344,74.392,26.984
98.009,70.739,22.261
99.100,66.409,4.169
99.034,62.374,-26.248
97.951,62.492,-58.501
88.224,66.550,-78.720
78.667,69.640,-65.995
70.208,72.183,-29.047
52.906,74.955,4.346
42.479,81.933,32.095
34.931,80.705,49.905
16.252,69.222,51.938
0.870,66.361,44.713
-13.157,63.861,26.479
-29.514,56.113,2.578
-35.627,47.907,-7.311
-34.756,35.042,1.388
-37.112,22.919,16.023
-36.283,13.456,25.950
-27.732,3.942,25.535
-23.401,-3.411,11.518
-25.042,-12.585,-15.550
-24.554,-22.349,-44.393
-25.791,-26.736,-62.950
-34.147,-31.592,-65.456
-40.150,-37.977,-43.564
-44.654,-44.463,-7.426
-57.997,-50.240,22.336
-67.845,-47.904,40.716
-74.982,-45.670,43.625
-87.272,-45.113,37.774
-94.973,-37.744,37.542
-101.884,-30.746,41.129
-107.395,-23.457,45.109
-107.068,-15.920,47.551
-106.638,-14.161,44.947
-105.843,-14.214,38.896
-105.835,-14.826,32.341
-107.986,-16.217,27.362
-110.780,-19.057,20.461
-112.362,-26.860,4.946
-110.286,-34.223,-19.187
-108.089,-37.679,-46.931
-108.018,-42.443,-71.355
-107.088,-44.784,-79.025
-107.835,-43.460,-64.209
-111.417,-39.924,-38.421
-108.320,-27.517,-7.791
-97.557,-12.352,21.186
-91.583,-1.860,34.585
-86.479,8.604,34.630
-75.583,21.047,29.794
-72.167,33.447,19.166
-71.822,44.584,9.016
-63.805,55.846,7.600
-58.360,66.592,9.955
-52.463,75.618,9.880
-39.546,81.750,3.263
-23.765,84.641,-10.688
-5.333,81.521,-25.804
12.930,69.187,-33.459
29.382,57.809,-28.762
41.921,46.404,-18.629
55.008,28.661,-8.107
73.207,13.712,1.996
86.747,-4.589,5.046
99.601,-27.712,0.695
114.294,-41.362,-8.344
122.883,-47.995,-21.295
131.890,-50.125,-32.664
143.201,-47.187,-40.927
151.749,-42.895,-45.056
159.663,-34.194,-41.563
163.097,-26.500,-35.957
160.776,-22.823,-29.422
161.741,-14.112,-20.134
144.882,-2.970,-12.074
103.891,11.029,-1.477
76.088,24.130,11.741
57.754,28.161,24.587
32.286,35.438,37.500
4.206,44.541,42.743
-21.891,50.026,38.300
-41.834,58.411,26.638
-63.886,67.138,7.089
-84.909,72.972,-16.599
-102.709,70.766,-41.615
-117.334,62.870,-56.343
-121.779,51.463,-51.599
-121.228,28.529,-39.077
-113.168,2.251,-27.130
-104.567,-18.779,-20.337
-100.038,-37.652,-20.588
-89.972,-52.240,-19.253
-83.878,-68.468,-10.408
-78.784,-89.814,10.359
-72.745,-105.819,35.311
-75.615,-110.374,49.486
-76.441,-107.252,54.081
-77.580,-106.501,53.101
-88.475,-106.919,49.431
-101.478,-106.356,47.217
-114.779,-106.230,44.043
-128.855,-101.227,38.063
-139.454,-86.761,29.730
-139.295,-58.498,22.157
-116.846,-33.220,20.154
-86.512,-21.229,16.148
-74.603,-4.570,-0.452
-64.818,16.988,-23.309
-42.828,36.053,-38.946
-25.188,52.659,-40.290
-15.392,59.051,-29.972
-5.832,51.812,-16.493
7.880,39.269,-7.311
20.041,27.359,-5.889
25.836,14.608,-6.200
28.344,0.754,0.129
28.918,-11.429,15.073
34.434,-26.907,30.793
43.525,-50.062,35.114
52.680,-66.769,31.280
64.363,-72.886,26.590
74.427,-78.230,19.138
83.878,-79.786,5.617
93.229,-74.939,-16.799
101.450,-61.599,-40.739
108.952,-39.968,-56.035
112.551,-19.430,-61.171
115.273,1.968,-56.349
118.237,29.123,-45.397
118.914,55.584,-34.455
121.168,78.984,-26.494
123.760,101.243,-22.788
123.110,118.595,-24.994
121.343,128.518,-32.596
116.793,139.347,-38.263
111.879,155.047,-31.048
108.062,167.406,-11.361
102.309,175.284,9.258
92.599,169.485,25.884
74.976,139.778,33.377
65.435,101.538,29.337
63.635,70.092,21.236
45.784,47.373,8.536
28.939,23.264,-9.109
24.721,-5.929,-25.478
22.096,-34.228,-34.613
28.259,-66.701,-35.205
35.125,-92.477,-33.217
39.868,-90.271,-23.789
50.615,-71.598,-2.192
52.145,-55.803,22.409
47.519,-35.002,46.898
48.559,-8.861,67.362
46.981,9.815,75.765
38.066,29.036,75.708
21.553,46.546,67.106
3.169,49.121,42.349
-13.352,51.128,8.396
-33.134,58.402,-20.572
-54.213,59.351,-40.239
-76.273,54.378,-53.528
-96.004,47.144,-61.905
-110.149,39.441,-63.468
-125.126,28.470,-57.907
-136.756,15.431,-46.682
-148.363,6.432,-31.179
-158.803,-2.188,-15.863
-148.997,-13.689,-6.373
-125.109,-22.922,0.171
-106.751,-25.891,5.653
-94.902,-27.941,4.441
-75.693,-29.448,0.338
-48.843,-28.613,0.221
-29.477,-33.410,5.726
-12.355,-36.713,19.712
10.639,-30.153,36.786
29.304,-21.437,47.258
43.711,-12.312,49.311
58.696,-7.475,43.568
72.877,-6.757,35.444
85.176,-4.254,29.855
90.189,-6.813,22.834
94.496,-10.873,15.827
101.657,-14.150,13.435
104.785,-20.753,15.116
107.830,-24.816,19.659
110.581,-28.986,23.480
114.131,-31.886,24.923
118.080,-30.081,22.367
119.402,-29.693,13.788
125.040,-27.044,3.453
129.868,-20.883,-7.203
131.093,-13.075,-18.040
134.868,-1.491,-26.945
137.613,8.530,-32.988
140.719,20.991,-29.624
142.368,36.966,-17.657
136.785,46.915,-6.600
127.760,59.079,3.588
112.585,68.555,13.388
88.869,62.129,21.480
64.760,53.752,26.852
41.727,46.893,23.018
15.698,37.264,9.125
-8.922,29.796,-9.291
-28.242,19.032,-26.607
-44.386,6.416,-38.652
-57.861,-3.198,-47.141
-69.228,-13.705,-53.320
-75.834,-21.510,-53.610
-81.738,-26.804,-42.472
-93.036,-30.384,-17.481
-102.858,-32.065,12.906
-111.517,-35.530,36.299
-120.408,-33.966,44.509
-124.561,-30.469,37.764
-124.438,-25.088,25.844
-124.815,-11.650,17.670
-128.063,2.701,16.399
-126.830,19.379,13.959
-119.570,32.917,0.731
-111.189,40.826,-19.316
-98.251,45.690,-36.739
-79.838,43.259,-39.768
-67.119,42.843,-24.880
-61.357,39.413,-1.945
-49.792,28.522,19.912
-37.158,16.829,32.302
-28.536,0.450,34.236
-19.982,-14.975,32.109
-18.001,-28.171,26.435
-19.502,-41.387,14.325
-20.862,-50.767,-5.953
-23.074,-56.329,-28.077
-21.877,-58.478,-43.035
-22.155,-62.502,-50.352
-22.517,-66.385,-51.350
-20.570,-65.636,-44.802
-20.245,-65.522,-28.789
-18.844,-69.388,-4.448
-14.798,-75.284,24.023
-6.671,-77.730,50.639
1.923,-75.037,68.388
9.966,-67.222,74.967
18.143,-56.643,69.602
22.309,-45.038,55.827
25.759,-29.209,41.414
25.694,-15.853,26.678
24.363,-8.096,11.206
26.345,-0.509,-3.112
24.494,4.775,-14.868
20.209,5.941,-22.000
14.325,4.295,-23.255
4.305,-1.930,-22.413
-9.670,-11.538,-26.445
-21.398,-18.239,-29.845
-27.637,-23.471,-25.191
-36.973,-26.085,-15.607
-47.379,-22.611,-8.038
-53.618,-17.901,-9.232
-58.511,-10.024,-17.995
-63.484,-0.755,-27.253
-67.207,6.787,-28.395
-70.981,15.935,-19.602
-76.759,25.201,-8.221
-79.697,33.966,1.807
-79.244,42.644,9.964
-78.909,52.823,16.943
-78.352,64.254,22.864
-78.268,74.738,23.526
-77.368,84.505,15.229
-75.684,92.927,-1.577
-77.497,99.227,-22.277
-81.203,101.793,-39.111
-85.134,98.738,-49.009
-80.505,85.548,-51.747
-58.886,62.546,-45.564
-46.247,43.232,-36.720
-48.100,31.821,-30.445
-36.318,17.352,-23.804
-17.612,1.402,-15.938
-4.908,-11.435,-7.160
6.650,-27.375,2.323
20.357,-42.361,12.301
37.010,-51.586,22.071
53.466,-60.525,31.733
67.305,-74.159,36.974
76.312,-92.074,31.643
83.761,-106.651,23.390
82.945,-117.063,16.955
68.548,-128.190,10.361
55.720,-136.821,4.464
42.192,-141.364,-6.498
30.707,-136.307,-22.569
25.307,-112.436,-38.223
8.554,-81.389,-49.203
-5.348,-55.738,-48.136
-6.816,-30.250,-34.859
-12.565,-1.998,-12.676
-18.298,27.085,18.452
-21.052,56.659,52.139
-26.859,81.047,74.970
-28.877,94.046,82.940
-21.048,102.999,83.261
-13.942,109.115,77.205
-8.769,100.830,63.793
0.223,86.116,47.443
1.348,81.137,31.390
-3.765,80.274,16.451
-3.739,73.768,3.052
-0.127,65.097,-6.781
2.759,55.279,-10.164
3.006,45.161,-4.681
0.014,45.401,7.304
-7.562,53.035,17.029
-12.551,56.740,22.214
-12.731,60.884,26.327
-15.650,67.547,26.135
-15.520,73.313,21.079
-6.141,82.198,13.721
4.166,91.767,-0.327
13.977,98.561,-16.899
30.824,106.889,-28.217
48.570,112.742,-36.887
63.988,111.809,-43.036
82.350,103.766,-46.923
96.743,86.443,-51.375
104.979,65.346,-52.086
112.898,49.122,-43.246
116.593,35.175,-27.054
118.709,15.565,-7.350
122.239,-3.076,13.792
112.660,-14.543,29.629
94.329,-19.854,36.448
78.089,-18.654,35.509
59.984,-18.866,26.725
47.714,-21.503,15.423
39.723,-20.925,9.951
28.210,-20.234,8.687
20.330,-23.782,9.611
18.875,-29.012,18.264
18.958,-34.445,34.031
20.016,-45.443,51.442
24.613,-60.524,63.177
29.437,-76.860,57.104
33.030,-95.363,29.986
40.050,-110.493,-5.571
47.126,-122.450,-37.663
49.723,-137.405,-62.234
53.709,-151.169,-74.872
59.859,-160.422,-74.447
62.632,-167.643,-65.589
61.939,-171.691,-50.580
59.734,-173.256,-26.927
56.237,-174.903,0.968
47.989,-180.733,22.184
38.260,-181.688,36.929
34.861,-156.718,49.815
28.968,-121.284,56.872
21.004,-99.933,56.048
25.030,-78.617,53.396
31.298,-50.134,53.870
33.544,-19.531,56.810
34.439,13.115,54.593
32.403,35.443,40.899
36.047,48.107,20.502
35.993,60.150,0.489
27.364,67.286,-10.646
21.004,69.395,-10.556
12.841,68.247,-10.902
8.787,67.257,-20.230
10.907,66.736,-37.237
13.541,62.245,-53.291
19.742,56.223,-57.522
25.998,52.746,-43.705
32.097,53.134,-13.758
40.837,53.748,20.738
50.812,52.675,44.797
59.746,52.488,50.017
61.333,54.641,40.903
45.598,53.079,25.509
21.527,40.830,8.993
8.834,24.493,-3.547
-1.489,12.374,-12.596
-20.921,6.293,-21.512
-42.075,2.785,-25.541
-57.119,-0.525,-22.638
-66.909,-4.275,-22.586
-77.861,-5.218,-28.896
-89.449,4.686,-38.808
-97.572,17.967,-46.746
-100.906,30.542,-41.560
-104.788,42.287,-26.227
-108.021,47.036,-10.774
-105.478,53.451,4.938
-102.323,56.917,16.324
-96.448,48.221,16.417
-84.743,39.449,11.304
-71.962,32.549,7.669
-63.394,21.193,3.616
-59.863,5.215,-1.830
-57.224,-12.137,-5.004
-58.598,-31.228,-3.669
-59.050,-49.471,-0.012
-46.091,-52.111,7.081
-33.541,-47.121,15.741
-32.324,-46.488,20.727
-22.307,-38.039,25.545
-0.623,-28.825,25.238
14.705,-27.866,11.471
27.721,-24.425,-4.251
43.930,-22.850,-9.121
55.098,-30.792,-4.152
62.689,-44.123,5.886
70.147,-59.465,19.214
73.734,-73.707,31.388
70.626,-89.038,39.526
65.954,-105.693,48.717
61.636,-123.626,53.805
55.364,-137.002,48.461
47.704,-124.452,38.355
30.473,-97.771,25.758
15.876,-81.324,17.956
21.020,-65.094,20.752
23.819,-39.877,24.754
13.078,-8.167,20.946
5.674,21.739,7.433
3.799,41.409,-11.914
-1.873,51.491,-31.607
-9.552,54.579,-45.718
-15.542,56.189,-50.116
-22.993,59.948,-48.742
-30.734,63.391,-46.308
-33.796,66.080,-44.001
-32.155,68.907,-41.214
-29.934,70.366,-38.913
-28.454,69.561,-40.246
-25.205,70.797,-41.482
-22.900,75.322,-39.216
-26.359,76.772,-36.159
-31.554,75.958,-30.157
-38.414,75.193,-19.277
-52.092,69.550,-8.113
-68.609,58.141,1.313
-83.111,40.659,8.918
-92.218,16.260,13.831
-94.223,-5.369,18.657
-98.954,-20.972,22.362
-107.341,-37.572,22.052
-107.212,-51.056,21.026
-100.929,-63.139,20.352
-94.257,-77.977,20.842
-85.069,-85.893,25.888
-64.484,-84.023,30.968
-33.588,-73.409,29.547
-11.839,-54.251,21.165
4.253,-34.411,9.288
27.829,-16.184,1.422
52.436,5.637,-1.659
69.718,26.659,-7.692
82.180,45.362,-17.439
95.302,64.920,-28.570
104.735,78.155,-38.982
112.746,87.983,-40.753
119.866,96.486,-33.177
122.288,96.392,-22.674
129.013,89.547,-9.460
135.304,71.144,6.738
129.191,42.753,24.298
108.378,18.091,41.588
78.392,0.159,57.861
54.844,-18.477,74.067
36.771,-46.079,86.101
13.631,-73.621,89.395
-12.407,-94.103,84.239
-36.029,-110.985,74.451
-57.101,-123.066,65.702
-79.898,-136.622,57.806
-98.582,-150.244,47.255
-110.010,-158.543,29.193
-119.229,-156.302,0.592
-119.556,-130.416,-30.334
-106.089,-97.181,-55.041
-82.625,-74.152,-72.245
-56.703,-50.091,-79.776
-32.705,-23.296,-73.978
-8.924,4.912,-55.890
13.273,30.710,-32.284
38.132,48.754,-6.183
65.194,65.537,18.980
84.271,75.992,32.357
99.580,74.922,33.399
114.359,66.680,30.916
118.304,50.329,28.811
110.464,26.920,29.290
95.988,3.864,31.142
73.093,-11.089,30.493
45.441,-20.830,26.901
25.262,-29.840,23.777
10.548,-32.072,19.735
-6.883,-25.304,7.126
-20.873,-13.908,-13.534
-30.848,-0.017,-36.174
-41.143,14.209,-54.423
-49.732,26.199,-64.214
-57.677,37.714,-68.506
-63.161,52.620,-62.189
-64.971,68.528,-39.788
-67.249,81.844,-11.362
-63.820,94.372,15.246
-50.399,105.610,36.379
-37.888,114.176,44.203
-30.114,119.961,38.093
-22.871,125.092,26.071
-16.698,129.269,13.016
-11.595,125.616,0.755
-6.292,117.973,-9.553
-2.566,108.982,-20.573
0.095,92.064,-34.183
7.412,70.909,-46.770
15.744,53.091,-51.989
15.153,41.081,-47.568
11.313,30.013,-35.059
12.376,18.003,-19.173
11.855,9.502,-5.945
8.139,4.240,8.471
4.293,-0.515,27.465
-3.462,-5.977,47.038
-11.469,-8.589,66.034
-17.854,-10.391,79.532
-28.219,-15.395,78.307
-38.058,-20.855,58.706
-46.547,-26.084,27.197
-60.018,-27.096,-2.410
-74.654,-25.594,-19.306
-87.919,-29.086,-22.267
-103.254,-31.444,-15.970
-118.230,-26.948,-4.787
-130.665,-17.049,5.027
-137.885,0.889,10.665
-129.290,18.954,17.376
-105.734,24.639,28.679
-86.001,28.082,41.980
-74.338,37.679,48.733
-55.271,43.364,41.537
-28.568,45.773,23.094
-6.637,47.554,2.259
10.625,40.311,-15.670
26.032,27.563,-32.418
36.901,19.070,-50.142
42.944,11.621,-69.025
43.717,0.873,-87.455
36.764,-7.271,-97.395
23.929,-12.881,-91.764
9.583,-22.345,-72.952
-4.837,-32.197,-47.915
-19.465,-40.103,-22.371
-31.202,-45.443,1.691
-36.018,-47.705,21.378
-33.091,-50.845,33.748
-25.265,-51.525,38.161
-17.091,-48.765,32.335
-5.636,-44.656,20.083
10.301,-38.496,10.626
25.865,-34.546,5.345
41.261,-32.473,-0.529
57.268,-28.424,-10.039
72.839,-24.783,-22.847
86.078,-24.522,-34.354
96.281,-25.570,-38.943
103.888,-27.864,-35.887
105.809,-35.043,-31.394
102.306,-42.255,-26.259
96.844,-45.446,-15.771
84.829,-46.370,-5.304
69.420,-38.712,3.500
57.932,-25.634,11.793
45.624,-15.144,17.389
37.150,-0.547,25.299
35.103,17.058,33.871
33.919,32.013,40.414
